date,symbol,price,Daily_Change_%,Weekly_Change_7d_%,Monthly_Change_30d_%
2025-11-10,MSFT,505.0547180175781,,,
2025-11-11,MSFT,507.7297058105469,0.5296431648967648,,
2025-11-12,MSFT,510.1851501464844,0.48361250244706167,,
2025-11-13,MSFT,502.3497924804688,-1.5357870890138403,,
2025-11-14,MSFT,509.2268981933594,1.368987469654015,,
2025-11-15,MSFT,509.2268981933594,0.0,,
2025-11-16,MSFT,509.2268981933594,0.0,,
2025-11-17,MSFT,506.54193115234375,-0.5272633968357532,0.2944657443461063,
2025-11-18,MSFT,492.8675537109375,-2.6995548838964045,-2.9271779707833345,
2025-11-19,MSFT,486.2099914550781,-1.3507811998847874,-4.69930547459535,
2025-11-20,MSFT,478.4299926757813,-1.6001314074220563,-4.761582499432904,
2025-11-21,MSFT,472.1199951171875,-1.3188967362399273,-7.28690947155779,
2025-11-22,MSFT,472.1199951171875,0.0,-7.28690947155779,
2025-11-23,MSFT,472.1199951171875,0.0,-7.28690947155779,
2025-11-24,MSFT,474.0,0.3982048848293118,-6.42433116609189,
2025-11-25,MSFT,476.989990234375,0.6307996275052741,-3.221466569875797,
2025-11-26,MSFT,485.5,1.784106572434263,-0.14602568181565356,
2025-11-27,MSFT,485.5,0.0,1.4777516945953417,
2025-11-28,MSFT,492.010009765625,1.3408876963182381,4.212915117797644,
2025-11-29,MSFT,492.010009765625,0.0,4.212915117797644,
2025-11-30,MSFT,492.010009765625,0.0,4.212915117797644,
2025-12-01,MSFT,486.739990234375,-1.0711203891482723,2.6877616528217407,
2025-12-02,MSFT,490.0,0.669764110414528,2.7275225962776206,
2025-12-03,MSFT,477.7300109863281,-2.5040793905452774,-1.6004096835575465,
2025-12-04,MSFT,480.8399963378906,0.6509922508618482,-0.9598359757176933,
2025-12-05,MSFT,483.1600036621094,0.4824905045104577,-1.7987451327934223,
2025-12-06,MSFT,483.1600036621094,0.0,-1.7987451327934223,
2025-12-07,MSFT,483.1600036621094,0.0,-1.7987451327934223,
2025-12-08,MSFT,491.0199890136719,1.626787253081341,0.8793193214381212,
2025-12-09,MSFT,492.0199890136719,0.2036576967077819,0.4122426558514025,
